size1;fvcnt1;size2;fvcnt2;cmnfvcnt;size;minsize
8;3;-1;0;0;20;9
6;4;-1;0;0;5;5
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;6;6
7;5;-1;0;0;5;5
5;5;-1;0;0;4;4
6;3;-1;0;0;6;5
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
6;4;-1;0;0;7;5
8;5;-1;0;0;9;6
16;3;-1;0;0;16;15
15;3;-1;0;0;15;14
14;3;-1;0;0;14;13
13;3;-1;0;0;13;12
8;3;-1;0;0;8;7
10;3;-1;0;0;10;9
11;3;-1;0;0;11;10
12;3;-1;0;0;12;11
9;2;-1;0;0;8;8
8;2;-1;0;0;7;7
7;2;-1;0;0;7;7
6;2;-1;0;0;6;6
5;2;-1;0;0;5;5
56158;24;-1;0;0;56158;56158
56158;23;-1;0;0;56158;56158
56158;22;-1;0;0;56158;56158
56158;21;-1;0;0;56158;56158
56158;20;-1;0;0;50532;50532
50532;19;-1;0;0;49508;49508
49508;18;-1;0;0;47204;47204
47204;17;-1;0;0;46948;46948
46948;16;-1;0;0;41727;41727
41727;15;-1;0;0;39103;39103
39103;14;-1;0;0;38847;38847
38847;13;-1;0;0;38831;38831
38831;12;-1;0;0;32897;32897
32897;11;-1;0;0;32309;32309
32309;10;-1;0;0;32279;32279
32279;9;-1;0;0;32278;32278
32278;8;-1;0;0;28172;28172
28172;7;-1;0;0;28172;13094
13094;6;-1;0;0;3290;2010
2010;5;-1;0;0;361;281
281;4;-1;0;0;209;182
185;3;-1;0;0;4688;1781
6;4;-1;0;0;5;5
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;6;6
7;5;-1;0;0;5;5
5;5;-1;0;0;4;4
6;3;-1;0;0;6;5
6;5;-1;0;0;12;5
4;2;-1;0;0;4;4
4;4;-1;0;0;5;4
5;3;-1;0;0;5;4
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
3;1;-1;0;0;3;3
5;3;-1;0;0;4;4
5;3;-1;0;0;4;4
6;4;-1;0;0;12;5
4;3;-1;0;0;5;4
6;3;-1;0;0;7;5
7;3;-1;0;0;8;5
6;3;-1;0;0;10;5
7;3;-1;0;0;8;5
6;3;-1;0;0;10;5
17;3;-1;0;0;18;12
37;3;-1;0;0;40;31
37;3;-1;0;0;40;31
399;3;-1;0;0;465;233
6;4;-1;0;0;5;5
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;6;6
7;5;-1;0;0;5;5
5;5;-1;0;0;4;4
6;3;-1;0;0;6;5
6;5;-1;0;0;12;5
4;2;-1;0;0;4;4
4;4;-1;0;0;5;4
5;3;-1;0;0;5;3
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
6;5;-1;0;0;7;5
8;6;-1;0;0;9;6
10;7;-1;0;0;11;7
12;8;-1;0;0;13;8
74;14;-1;0;0;75;44
44;13;-1;0;0;44;13
8;6;-1;0;0;9;6
3;1;-1;0;0;3;3
5;3;-1;0;0;4;4
5;3;-1;0;0;4;4
6;4;-1;0;0;12;5
4;3;-1;0;0;5;4
6;3;-1;0;0;7;5
6;4;-1;0;0;12;5
4;3;-1;0;0;5;4
6;3;-1;0;0;7;6
10;3;-1;0;0;11;10
18;3;-1;0;0;19;11
8750;12;-1;0;0;8751;4376
4376;11;-1;0;0;4377;1136
1136;10;-1;0;0;1137;434
434;9;-1;0;0;435;74
74;8;-1;0;0;75;28
294;13;-1;0;0;294;293
293;12;-1;0;0;2812;473
473;11;-1;0;0;19953;1470
1470;10;-1;0;0;162719;1955
1955;9;-1;0;0;30179;576
576;8;-1;0;0;10418;89
6;4;-1;0;0;5;5
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;6;6
7;5;-1;0;0;5;5
5;5;-1;0;0;4;4
6;3;-1;0;0;6;5
6;5;-1;0;0;12;5
4;2;-1;0;0;4;4
4;4;-1;0;0;5;4
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
16;5;-1;0;0;17;13
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
5;3;-1;0;0;4;4
3;1;-1;0;0;3;3
5;3;-1;0;0;4;4
6;4;-1;0;0;12;5
4;3;-1;0;0;5;4
6;3;-1;0;0;7;5
8;3;-1;0;0;9;6
10;3;-1;0;0;11;7
12;3;-1;0;0;13;8
14;3;-1;0;0;15;9
16;3;-1;0;0;17;10
18;3;-1;0;0;19;11
596;6;-1;0;0;597;260
260;5;-1;0;0;261;65
4;3;-1;0;0;4;3
128;5;-1;0;0;492;429
429;4;-1;0;0;324;43
43;3;-1;0;0;116;13
596;6;-1;0;0;597;260
260;5;-1;0;0;261;65
6;4;-1;0;0;5;5
3;1;-1;0;0;3;3
5;3;-1;0;0;4;4
6;5;-1;0;0;6;6
7;5;-1;0;0;5;5
5;3;-1;0;0;4;4
6;3;-1;0;0;6;5
6;4;-1;0;0;12;5
4;2;-1;0;0;4;4
4;3;-1;0;0;5;4
6;4;-1;0;0;12;5
4;3;-1;0;0;5;4
6;3;-1;0;0;7;6
6;2;-1;0;0;6;5
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
6;3;-1;0;0;7;6
10;3;-1;0;0;11;10
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
6;5;-1;0;0;7;5
12;4;-1;0;0;13;10
10;3;-1;0;0;11;9
226;7;-1;0;0;227;170
170;6;-1;0;0;171;72
72;5;-1;0;0;73;18
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
4;3;-1;0;0;4;3
3;1;-1;0;0;3;1
83;9;-1;0;0;83;47
47;8;-1;0;0;47;45
45;7;-1;0;0;45;45
6;4;-1;0;0;5;5
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;6;6
7;5;-1;0;0;5;5
5;5;-1;0;0;4;4
6;3;-1;0;0;6;5
6;5;-1;0;0;12;5
4;2;-1;0;0;4;4
4;4;-1;0;0;5;4
3;1;-1;0;0;3;3
5;3;-1;0;0;4;4
5;3;-1;0;0;4;4
6;4;-1;0;0;12;5
4;3;-1;0;0;5;4
6;3;-1;0;0;7;5
8;3;-1;0;0;9;6
10;3;-1;0;0;11;7
12;3;-1;0;0;13;8
14;3;-1;0;0;15;9
16;3;-1;0;0;17;10
18;3;-1;0;0;19;11
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
110;5;-1;0;0;111;65
65;4;-1;0;0;66;17
4;3;-1;0;0;4;3
302;6;-1;0;0;303;92
92;5;-1;0;0;92;11
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
6;4;-1;0;0;6;4
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
6;4;-1;0;0;6;4
106;7;-1;0;0;107;58
58;6;-1;0;0;59;58
58;5;-1;0;0;58;29
197;6;-1;0;0;8972;644
644;5;-1;0;0;222410;1579
6;4;-1;0;0;5;5
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;6;6
7;5;-1;0;0;5;5
5;5;-1;0;0;4;4
6;3;-1;0;0;6;5
6;5;-1;0;0;12;5
4;2;-1;0;0;4;4
4;4;-1;0;0;5;4
12;3;-1;0;0;12;10
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
6;5;-1;0;0;7;5
8;6;-1;0;0;9;6
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
8;6;-1;0;0;9;6
3;1;-1;0;0;3;3
5;3;-1;0;0;4;4
5;3;-1;0;0;4;4
6;4;-1;0;0;12;5
4;3;-1;0;0;5;4
6;4;-1;0;0;12;5
4;3;-1;0;0;5;4
6;3;-1;0;0;7;6
44;5;-1;0;0;45;36
36;4;-1;0;0;37;30
30;3;-1;0;0;31;29
10;3;-1;0;0;11;10
18;3;-1;0;0;19;11
6;3;-1;0;0;7;5
10016;9;-1;0;0;10016;4698
4698;8;-1;0;0;4698;972
972;7;-1;0;0;972;153
153;6;-1;0;0;153;59
4;3;-1;0;0;4;3
6;2;-1;0;0;6;5
6;4;-1;0;0;5;5
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;6;6
7;5;-1;0;0;5;5
5;5;-1;0;0;4;4
6;3;-1;0;0;6;5
6;5;-1;0;0;12;5
4;2;-1;0;0;4;4
4;4;-1;0;0;5;4
6;4;-1;0;0;5;5
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;6;6
7;5;-1;0;0;5;5
5;5;-1;0;0;4;4
6;3;-1;0;0;6;5
6;5;-1;0;0;12;5
4;2;-1;0;0;4;4
4;4;-1;0;0;5;4
9;3;-1;0;0;9;7
5;3;-1;0;0;5;4
3;1;-1;0;0;3;3
5;3;-1;0;0;4;4
5;3;-1;0;0;4;4
6;4;-1;0;0;12;5
4;3;-1;0;0;5;4
10;4;-1;0;0;11;8
8;3;-1;0;0;9;8
19;3;-1;0;0;19;15
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
6;3;-1;0;0;7;5
6;4;-1;0;0;12;5
4;3;-1;0;0;5;4
9;3;-1;0;0;9;8
8;2;-1;0;0;38;18
4;2;-1;0;0;4;4
32;2;-1;0;0;29;7
7;3;-1;0;0;7;6
8;3;-1;0;0;20;9
6;4;-1;0;0;5;5
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;6;6
7;5;-1;0;0;5;5
5;5;-1;0;0;4;4
6;3;-1;0;0;6;5
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
6;4;-1;0;0;7;5
8;5;-1;0;0;9;6
16;3;-1;0;0;16;15
15;3;-1;0;0;15;14
14;3;-1;0;0;14;13
13;3;-1;0;0;13;12
8;3;-1;0;0;8;7
10;3;-1;0;0;10;9
11;3;-1;0;0;11;10
12;3;-1;0;0;12;11
9;2;-1;0;0;8;8
8;2;-1;0;0;7;7
7;2;-1;0;0;7;7
6;2;-1;0;0;6;6
5;2;-1;0;0;5;5
56158;24;-1;0;0;56158;56158
56158;23;-1;0;0;56158;56158
56158;22;-1;0;0;56158;56158
56158;21;-1;0;0;56158;56158
56158;20;-1;0;0;50532;50532
50532;19;-1;0;0;49508;49508
49508;18;-1;0;0;47204;47204
47204;17;-1;0;0;46948;46948
46948;16;-1;0;0;41727;41727
41727;15;-1;0;0;39103;39103
39103;14;-1;0;0;38847;38847
38847;13;-1;0;0;38831;38831
38831;12;-1;0;0;32897;32897
32897;11;-1;0;0;32309;32309
32309;10;-1;0;0;32279;32279
32279;9;-1;0;0;32278;32278
32278;8;-1;0;0;28172;28172
28172;7;-1;0;0;28172;13094
13094;6;-1;0;0;3290;2010
2010;5;-1;0;0;361;281
281;4;-1;0;0;209;182
185;3;-1;0;0;4688;1781
6;4;-1;0;0;5;5
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;6;6
7;5;-1;0;0;5;5
5;5;-1;0;0;4;4
6;3;-1;0;0;6;5
6;5;-1;0;0;12;5
4;2;-1;0;0;4;4
4;4;-1;0;0;5;4
5;3;-1;0;0;5;4
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
3;1;-1;0;0;3;3
5;3;-1;0;0;4;4
5;3;-1;0;0;4;4
6;4;-1;0;0;12;5
4;3;-1;0;0;5;4
6;3;-1;0;0;7;5
7;3;-1;0;0;8;5
6;3;-1;0;0;10;5
7;3;-1;0;0;8;5
6;3;-1;0;0;10;5
17;3;-1;0;0;18;12
37;3;-1;0;0;40;31
37;3;-1;0;0;40;31
399;3;-1;0;0;465;233
6;4;-1;0;0;5;5
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;6;6
7;5;-1;0;0;5;5
5;5;-1;0;0;4;4
6;3;-1;0;0;6;5
6;5;-1;0;0;12;5
4;2;-1;0;0;4;4
4;4;-1;0;0;5;4
5;3;-1;0;0;5;3
5;4;-1;0;0;4;4
5;5;-1;0;0;4;4
5;5;-1;0;0;4;4
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
6;5;-1;0;0;12;5
4;4;-1;0;0;5;4
6;5;-1;0;0;7;5
8;6;-1;0;0;9;6
10;7;-1;0;0;11;7
12;8;-1;0;0;13;8
74;14;-1;0;0;75;44
44;13;-1;0;0;44;13
8;6;-1;0;0;9;6
3;1;-1;0;0;3;3
5;3;-1;0;0;4;4
5;3;-1;0;0;4;4
6;4;-1;0;0;12;5
4;3;-1;0;0;5;4
6;3;-1;0;0;7;5
6;4;-1;0;0;12;5
4;3;-1;0;0;5;4
6;3;-1;0;0;7;6
10;3;-1;0;0;11;10
18;3;-1;0;0;19;11
8750;12;-1;0;0;8751;4376
4376;11;-1;0;0;4377;1136
1136;10;-1;0;0;1137;434
434;9;-1;0;0;435;74
74;8;-1;0;0;75;28
294;13;-1;0;0;294;293
293;12;-1;0;0;2812;473
473;11;-1;0;0;19953;1470
1470;10;-1;0;0;162719;1955
1955;9;-1;0;0;30179;576
576;8;-1;0;0;10418;89
6;2;-1;0;0;5;5
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
7;3;-1;0;0;11;6
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
962;9;-1;0;0;761;513
513;8;-1;0;0;384;320
320;7;-1;0;0;226;192
192;6;-1;0;0;179;128
128;5;-1;0;0;87;72
72;4;-1;0;0;47;40
40;3;-1;0;0;25;22
22;2;-1;0;0;14;13
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
3842;11;-1;0;0;3061;2047
6;2;-1;0;0;5;5
2047;10;-1;0;0;1533;1532
1532;9;-1;0;0;1021;1020
1020;8;-1;0;0;637;636
636;7;-1;0;0;381;380
380;6;-1;0;0;342;245
245;5;-1;0;0;180;146
146;4;-1;0;0;91;70
70;3;-1;0;0;44;26
26;2;-1;0;0;17;16
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
7682;12;-1;0;0;6132;4095
6;2;-1;0;0;5;5
4095;11;-1;0;0;3069;3068
3068;10;-1;0;0;2045;2044
2044;9;-1;0;0;1277;1276
1276;8;-1;0;0;765;764
764;7;-1;0;0;445;444
444;6;-1;0;0;402;283
283;5;-1;0;0;205;166
166;4;-1;0;0;101;78
78;3;-1;0;0;48;28
28;2;-1;0;0;18;17
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
110;6;-1;0;0;76;57
57;5;-1;0;0;40;39
39;4;-1;0;0;26;25
25;3;-1;0;0;18;15
15;2;-1;0;0;11;10
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
194;7;-1;0;0;126;115
6;2;-1;0;0;5;5
99;6;-1;0;0;66;58
58;5;-1;0;0;39;34
34;4;-1;0;0;26;25
25;3;-1;0;0;18;15
15;2;-1;0;0;11;9
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
50;5;-1;0;0;32;31
6;2;-1;0;0;5;5
27;4;-1;0;0;18;16
16;3;-1;0;0;12;10
10;2;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
110;6;-1;0;0;76;57
57;5;-1;0;0;40;39
39;4;-1;0;0;26;25
25;3;-1;0;0;18;15
15;2;-1;0;0;11;10
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
434;8;-1;0;0;314;225
225;7;-1;0;0;160;159
159;6;-1;0;0;104;103
103;5;-1;0;0;83;68
68;4;-1;0;0;66;46
46;3;-1;0;0;27;20
20;2;-1;0;0;13;12
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
4;2;-1;0;0;4;4
195;7;-1;0;0;130;99
99;6;-1;0;0;68;67
67;5;-1;0;0;44;43
43;4;-1;0;0;28;27
27;3;-1;0;0;18;17
17;2;-1;0;0;12;11
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
4;2;-1;0;0;4;4
7;3;-1;0;0;11;6
195;7;-1;0;0;130;99
99;6;-1;0;0;68;67
67;5;-1;0;0;44;43
43;4;-1;0;0;28;27
27;3;-1;0;0;18;17
17;2;-1;0;0;12;11
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
4;2;-1;0;0;4;4
7;2;-1;0;0;6;5
7;3;-1;0;0;11;6
1539;10;-1;0;0;1026;771
771;9;-1;0;0;516;515
515;8;-1;0;0;324;323
323;7;-1;0;0;196;195
195;6;-1;0;0;116;115
115;5;-1;0;0;68;67
67;4;-1;0;0;40;39
39;3;-1;0;0;24;23
23;2;-1;0;0;15;14
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
98;6;-1;0;0;62;51
51;5;-1;0;0;35;34
34;4;-1;0;0;23;22
22;3;-1;0;0;15;14
14;2;-1;0;0;10;9
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
98;6;-1;0;0;62;51
51;5;-1;0;0;35;34
34;4;-1;0;0;23;22
22;3;-1;0;0;15;14
14;2;-1;0;0;10;9
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
4;2;-1;0;0;4;4
7;2;-1;0;0;6;5
7;3;-1;0;0;11;6
1539;10;-1;0;0;1026;771
771;9;-1;0;0;516;515
515;8;-1;0;0;324;323
323;7;-1;0;0;196;195
195;6;-1;0;0;116;115
115;5;-1;0;0;68;67
67;4;-1;0;0;40;39
39;3;-1;0;0;24;23
23;2;-1;0;0;15;14
6;2;-1;0;0;5;5
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
7;3;-1;0;0;11;6
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
962;9;-1;0;0;761;513
513;8;-1;0;0;384;320
320;7;-1;0;0;226;192
192;6;-1;0;0;179;128
128;5;-1;0;0;87;72
72;4;-1;0;0;47;40
40;3;-1;0;0;25;22
22;2;-1;0;0;14;13
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
3842;11;-1;0;0;3061;2047
6;2;-1;0;0;5;5
2047;10;-1;0;0;1533;1532
1532;9;-1;0;0;1021;1020
1020;8;-1;0;0;637;636
636;7;-1;0;0;381;380
380;6;-1;0;0;342;245
245;5;-1;0;0;180;146
146;4;-1;0;0;91;70
70;3;-1;0;0;44;26
26;2;-1;0;0;17;16
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7682;12;-1;0;0;6132;4095
6;2;-1;0;0;5;5
4095;11;-1;0;0;3069;3068
3068;10;-1;0;0;2045;2044
2044;9;-1;0;0;1277;1276
1276;8;-1;0;0;765;764
764;7;-1;0;0;445;444
444;6;-1;0;0;402;283
283;5;-1;0;0;205;166
166;4;-1;0;0;101;78
78;3;-1;0;0;48;28
28;2;-1;0;0;18;17
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
110;6;-1;0;0;76;57
57;5;-1;0;0;40;39
39;4;-1;0;0;26;25
25;3;-1;0;0;18;15
15;2;-1;0;0;11;10
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
194;7;-1;0;0;126;115
6;2;-1;0;0;5;5
99;6;-1;0;0;66;58
58;5;-1;0;0;39;34
34;4;-1;0;0;26;25
25;3;-1;0;0;18;15
15;2;-1;0;0;11;9
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
50;5;-1;0;0;32;31
6;2;-1;0;0;5;5
27;4;-1;0;0;18;16
16;3;-1;0;0;12;10
10;2;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
110;6;-1;0;0;76;57
57;5;-1;0;0;40;39
39;4;-1;0;0;26;25
25;3;-1;0;0;18;15
15;2;-1;0;0;11;10
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
434;8;-1;0;0;314;225
225;7;-1;0;0;160;159
159;6;-1;0;0;104;103
103;5;-1;0;0;83;68
68;4;-1;0;0;66;46
46;3;-1;0;0;27;20
20;2;-1;0;0;13;12
7;3;-1;0;0;11;6
4;2;-1;0;0;4;4
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
195;7;-1;0;0;130;99
99;6;-1;0;0;68;67
67;5;-1;0;0;44;43
43;4;-1;0;0;28;27
27;3;-1;0;0;18;17
17;2;-1;0;0;12;11
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
4;2;-1;0;0;4;4
195;7;-1;0;0;130;99
99;6;-1;0;0;68;67
67;5;-1;0;0;44;43
43;4;-1;0;0;28;27
27;3;-1;0;0;18;17
17;2;-1;0;0;12;11
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
4;2;-1;0;0;4;4
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
7;2;-1;0;0;6;5
7;3;-1;0;0;11;6
1539;10;-1;0;0;1026;771
771;9;-1;0;0;516;515
515;8;-1;0;0;324;323
323;7;-1;0;0;196;195
195;6;-1;0;0;116;115
115;5;-1;0;0;68;67
67;4;-1;0;0;40;39
39;3;-1;0;0;24;23
23;2;-1;0;0;15;14
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
98;6;-1;0;0;62;51
51;5;-1;0;0;35;34
34;4;-1;0;0;23;22
22;3;-1;0;0;15;14
14;2;-1;0;0;10;9
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
98;6;-1;0;0;62;51
51;5;-1;0;0;35;34
34;4;-1;0;0;23;22
22;3;-1;0;0;15;14
14;2;-1;0;0;10;9
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
4;2;-1;0;0;4;4
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
7;2;-1;0;0;6;5
7;3;-1;0;0;11;6
1539;10;-1;0;0;1026;771
771;9;-1;0;0;516;515
515;8;-1;0;0;324;323
323;7;-1;0;0;196;195
195;6;-1;0;0;116;115
115;5;-1;0;0;68;67
67;4;-1;0;0;40;39
39;3;-1;0;0;24;23
23;2;-1;0;0;15;14
6;2;-1;0;0;5;5
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
11;4;-1;0;0;8;7
234;7;-1;0;0;138;122
387;8;-1;0;0;196;195
195;7;-1;0;0;100;99
99;6;-1;0;0;52;51
51;5;-1;0;0;28;27
27;4;-1;0;0;16;15
15;3;-1;0;0;10;9
9;2;-1;0;0;7;6
6;1;-1;0;0;4;1
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
594;8;-1;0;0;354;290
6;2;-1;0;0;5;5
1539;10;-1;0;0;772;771
771;9;-1;0;0;388;387
387;8;-1;0;0;196;195
195;7;-1;0;0;100;99
99;6;-1;0;0;52;51
51;5;-1;0;0;28;27
27;4;-1;0;0;16;15
15;3;-1;0;0;10;9
9;2;-1;0;0;7;6
6;1;-1;0;0;4;1
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
11;4;-1;0;0;8;7
594;8;-1;0;0;354;290
6;2;-1;0;0;5;5
3075;11;-1;0;0;1540;1539
1539;10;-1;0;0;772;771
771;9;-1;0;0;388;387
387;8;-1;0;0;196;195
195;7;-1;0;0;100;99
99;6;-1;0;0;52;51
51;5;-1;0;0;28;27
27;4;-1;0;0;16;15
15;3;-1;0;0;10;9
9;2;-1;0;0;7;6
6;1;-1;0;0;4;1
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
33;4;-1;0;0;21;19
51;5;-1;0;0;28;27
27;4;-1;0;0;16;15
15;3;-1;0;0;10;9
9;2;-1;0;0;7;6
6;1;-1;0;0;4;1
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
50;5;-1;0;0;34;34
6;2;-1;0;0;5;5
99;6;-1;0;0;52;51
51;5;-1;0;0;28;27
27;4;-1;0;0;19;18
18;3;-1;0;0;12;10
10;2;-1;0;0;8;6
6;1;-1;0;0;4;1
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
14;3;-1;0;0;10;10
6;2;-1;0;0;5;5
27;4;-1;0;0;16;15
15;3;-1;0;0;10;9
9;2;-1;0;0;7;6
6;1;-1;0;0;4;1
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
33;4;-1;0;0;21;19
51;5;-1;0;0;28;27
27;4;-1;0;0;16;15
15;3;-1;0;0;10;9
9;2;-1;0;0;7;6
6;1;-1;0;0;4;1
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
126;6;-1;0;0;78;70
195;7;-1;0;0;100;99
99;6;-1;0;0;52;51
51;5;-1;0;0;28;27
27;4;-1;0;0;16;15
15;3;-1;0;0;10;9
9;2;-1;0;0;7;6
6;1;-1;0;0;4;1
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
4;2;-1;0;0;4;4
15;3;-1;0;0;10;9
99;6;-1;0;0;52;51
51;5;-1;0;0;28;27
27;4;-1;0;0;16;15
15;3;-1;0;0;10;9
9;2;-1;0;0;8;7
7;1;-1;0;0;5;1
7;3;-1;0;0;11;6
4;2;-1;0;0;4;4
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
15;3;-1;0;0;10;9
99;6;-1;0;0;52;51
51;5;-1;0;0;28;27
27;4;-1;0;0;16;15
15;3;-1;0;0;10;9
